EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230321103037	17.73	0.17	-55.23	22.35	18.75	0	0	0
20230321103038	17.73	0.27	-51.34	22.43	18.78	0	0	0
20230321103039	17.73	0.19	-54.31	22.51	18.79	0	0	0
20230321103040	17.71	0.19	-54.32	22.56	18.82	0	0	0
20230321103041	17.74	0.17	-55.23	22.63	18.84	0	0	0
20230321103042	17.73	0.21	-53.47	22.7	18.86	0	0	0
20230321103043	17.71	0.21	-53.48	22.76	18.88	0	0	0
20230321103045	17.71	0.23	-52.72	22.83	18.91	0	0	0
20230321103046	17.74	0.19	-54.3	22.89	18.93	0	0	0
20230321103047	17.74	0.19	-54.3	22.96	18.94	0	0	0
20230321103048	17.74	0.21	-53.47	23.02	18.97	0	0	0
20230321103049	17.76	0.19	-54.29	23.09	18.98	0	0	0
20230321103050	17.74	0.19	-54.3	23.15	19.01	0	0	0
20230321103051	17.76	0.23	-52.69	23.2	19.02	0	0	0
20230321103052	17.76	0.21	-53.46	23.27	19.05	0	0	0
20230321103053	17.77	0.15	-56.24	23.34	19.08	0	0	0
20230321103054	17.76	0.19	-54.29	23.39	19.08	0	0	0
20230321103055	17.77	0.23	-52.69	23.45	19.11	0	0	0
20230321103057	17.78	0.23	-52.68	23.52	19.13	0	0	0
20230321103058	17.78	0.21	-53.45	23.57	19.15	0	0	0
20230321103059	17.78	0.17	-55.21	23.63	19.18	0	0	0
20230321103100	17.81	0.21	-53.43	23.68	19.19	0	0	0
20230321103101	17.8	0.21	-53.44	23.73	19.2	0	0	0
20230321103102	17.8	0.17	-55.19	23.79	19.24	0	0	0
20230321103103	17.82	0.23	-52.66	23.85	19.25	0	0	0
20230321103104	17.81	0.25	-51.96	23.89	19.28	0	0	0
20230321103105	17.82	0.17	-55.18	23.95	19.28	0	0	0
20230321103106	17.82	0.19	-54.26	24.0	19.32	0	0	0
20230321103107	17.84	0.19	-54.25	24.04	19.33	0	0	0
20230321103108	17.82	0.29	-50.68	24.1	19.34	0	0	0
20230321103109	17.82	0.15	-56.21	24.15	19.38	0	0	0
20230321103111	17.84	0.21	-53.42	24.21	19.4	0	0	0
20230321103112	17.85	0.17	-55.17	24.26	19.4	0	0	0
20230321103113	17.88	0.17	-55.15	24.3	19.43	0	0	0
20230321103114	17.87	0.23	-52.63	24.36	19.44	0	0	0
20230321103115	17.87	0.19	-54.24	24.4	19.46	0	0	0
20230321103116	17.89	0.17	-55.15	24.45	19.49	0	0	0
20230321103117	17.89	0.19	-54.23	24.49	19.5	0	0	0
20230321103118	17.89	0.22	-53.0	24.55	19.5	0	0	0
20230321103119	17.91	0.17	-55.14	24.59	19.53	0	0	0
20230321103120	17.93	0.22	-52.98	24.63	19.55	0	0	0
20230321103121	17.94	0.22	-52.97	24.67	19.57	0	0	0
20230321103123	17.93	0.23	-52.6	24.73	19.59	0	0	0
20230321103124	17.96	0.26	-51.54	24.77	19.6	0	0	0
20230321103125	17.96	0.18	-54.64	24.8	19.62	0	0	0
20230321103126	17.96	0.23	-52.58	24.84	19.63	0	0	0
20230321103127	17.96	0.22	-52.96	24.9	19.65	0	0	0
20230321103128	17.97	0.23	-52.58	24.94	19.66	0	0	0
20230321103129	18.0	0.16	-55.59	24.97	19.68	0	0	0
20230321103130	18.0	0.19	-54.17	25.01	19.7	0	0	0
20230321103131	17.98	0.16	-55.6	25.05	19.72	0	0	0
20230321103132	18.0	0.22	-52.94	25.09	19.72	0	0	0
20230321103133	18.04	0.24	-52.18	25.13	19.75	0	0	0
20230321103134	18.03	0.16	-55.57	25.16	19.77	0	0	0
20230321103136	18.05	0.22	-52.91	25.21	19.78	0	0	0
20230321103137	18.03	0.2	-53.72	25.25	19.8	0	0	0
20230321103138	18.05	0.12	-57.9	25.28	19.81	0	0	0
20230321103139	18.04	0.28	-50.86	25.3	19.83	0	0	0
20230321103140	18.07	0.22	-52.9	25.35	19.83	0	0	0
20230321103141	18.05	0.24	-52.17	25.38	19.85	0	0	0
20230321103142	18.05	0.22	-52.91	25.42	19.87	0	0	0
20230321103143	18.09	0.24	-52.15	25.45	19.88	0	0	0
20230321103144	18.08	0.2	-53.7	25.49	19.89	0	0	0
20230321103145	18.11	0.18	-54.56	25.52	19.89	0	0	0
20230321103146	18.11	0.22	-52.88	25.55	19.93	0	0	0
20230321103147	18.09	0.18	-54.57	25.58	19.93	0	0	0
20230321103149	18.11	0.18	-54.56	25.61	19.95	0	0	0
20230321103150	18.12	0.2	-53.68	25.65	19.96	0	0	0
20230321103151	18.11	0.2	-53.68	25.68	19.97	0	0	0
20230321103152	18.14	0.22	-52.86	25.72	19.99	0	0	0
20230321103153	18.14	0.18	-54.55	25.74	20.0	0	0	0
20230321103154	18.14	0.16	-55.52	25.78	20.02	0	0	0
20230321103155	18.15	0.18	-54.54	25.81	20.02	0	0	0
20230321103156	18.17	0.22	-52.85	25.84	20.02	0	0	0
20230321103157	18.18	0.2	-53.65	25.87	20.05	0	0	0
20230321103158	18.21	0.18	-54.51	25.9	20.07	0	0	0
20230321103159	18.18	0.2	-53.65	25.93	20.07	0	0	0
20230321103200	18.2	0.24	-52.09	25.97	20.09	0	0	0
20230321103202	18.22	0.24	-52.08	25.98	20.09	0	0	0
20230321103203	18.22	0.24	-52.08	26.03	20.11	0	0	0
20230321103204	18.21	0.16	-55.48	26.04	20.13	0	0	0
20230321103205	18.24	0.22	-52.81	26.09	20.14	0	0	0
20230321103206	18.24	0.18	-54.49	26.1	20.15	0	0	0
20230321103207	18.27	0.24	-52.06	26.13	20.17	0	0	0
20230321103208	18.24	0.18	-54.49	26.16	20.18	0	0	0
20230321103209	18.25	0.24	-52.07	26.18	20.18	0	0	0
20230321103210	18.28	0.24	-52.05	26.22	20.19	0	0	0
20230321103211	18.28	0.18	-54.47	26.24	20.21	0	0	0
20230321103212	18.29	0.29	-50.42	26.27	20.23	0	0	0
20230321103213	18.31	0.24	-52.04	26.3	20.23	0	0	0
20230321103215	18.31	0.21	-53.17	26.33	20.25	0	0	0
20230321103216	18.32	0.21	-53.16	26.34	20.25	0	0	0
20230321103217	18.33	0.17	-54.92	26.37	20.26	0	0	0
20230321103218	18.33	0.21	-53.16	26.4	20.27	0	0	0
20230321103219	18.36	0.21	-53.14	26.42	20.29	0	0	0
20230321103220	18.35	0.17	-54.91	26.45	20.3	0	0	0
20230321103221	18.35	0.21	-53.15	26.48	20.31	0	0	0
20230321103222	18.38	0.15	-55.92	26.48	20.32	0	0	0
20230321103223	18.38	0.21	-53.13	26.51	20.34	0	0	0
20230321103224	18.41	0.25	-51.63	26.52	20.32	0	0	0
20230321103225	18.41	0.19	-53.95	26.55	20.35	0	0	0
20230321103226	18.41	0.19	-53.95	26.57	20.36	0	0	0
20230321103228	18.39	0.23	-52.35	26.6	20.38	0	0	0
20230321103229	18.41	0.25	-51.63	26.61	20.37	0	0	0
20230321103230	18.41	0.21	-53.11	26.64	20.38	0	0	0
20230321103231	18.42	0.17	-54.87	26.66	20.4	0	0	0
20230321103232	18.43	0.25	-51.62	26.67	20.4	0	0	0
20230321103233	18.45	0.15	-55.89	26.7	20.42	0	0	0
20230321103234	18.45	0.25	-51.61	26.72	20.43	0	0	0
20230321103235	18.46	0.25	-51.61	26.73	20.43	0	0	0
20230321103236	18.45	0.15	-55.89	26.75	20.44	0	0	0
20230321103237	18.51	0.19	-53.9	26.78	20.46	0	0	0
20230321103238	18.51	0.21	-53.06	26.79	20.47	0	0	0
20230321103239	18.52	0.19	-53.9	26.82	20.48	0	0	0
20230321103241	18.52	0.25	-51.57	26.84	20.48	0	0	0
20230321103242	18.52	0.17	-54.82	26.85	20.48	0	0	0
20230321103243	18.53	0.23	-52.28	26.85	20.48	0	0	0
20230321103244	18.55	0.25	-51.56	26.84	20.5	0	0	0
20230321103245	18.53	0.25	-51.57	26.79	20.52	0	0	0
20230321103246	18.59	0.23	-52.25	26.76	20.53	0	0	0
20230321103247	18.61	0.22	-52.62	26.7	20.53	0	0	0
20230321103248	18.56	0.25	-51.55	26.64	20.53	0	0	0
20230321103249	18.59	0.19	-53.86	26.58	20.54	0	0	0
20230321103250	18.62	0.28	-50.54	26.54	20.54	0	0	0
20230321103251	18.61	0.22	-52.62	26.48	20.54	0	0	0
20230321103252	18.62	0.19	-53.84	26.4	20.54	0	0	0
20230321103253	18.62	0.23	-52.23	26.36	20.54	0	0	0
